comment,antagonize,antagonize:confidence,condescending,condescending:confidence,dismissive,dismissive:confidence,hostile,hostile:confidence,sarcastic,sarcastic:confidence
"Three of the men were Chinese Americans? What might that mean to the ""Author"" of this garbage?",0,0.6234,1,0.8225,0,1.0,1,0.7932,0,1.0
Who says it's stupid? Stupid is what sir stupid says.,1,0.6043,0,0.5971,0,0.7986,1,0.6043,0,1.0
I think any woman married to a guy who thought a 35 year old was an old lady would be better off single. Guys like you are actually the reason so many women are single!,1,0.6281,1,0.595,0,0.5925,1,0.6281,0,0.5771
"Well then, Joannie, you must not have been pretty and smart if you think this.",1,0.6002,1,0.8029999999999999,0,0.5968,1,0.6002,0,0.6075
I'll have to remember to not read anything from Mr. Simpson while trying to eat breakfast. What a nauseating piece of drivel.,0,0.6295,0,0.8092,0,0.8092,1,0.5877,0,0.8092
The Poles ............. and Dutch still remember the last idiot who talked like Trump.,1,1.0,0,0.8008,0,1.0,1,1.0,0,0.7962
you're either with us or you're with the child pornographers ... I mean terrorists!,0,0.5003,0,0.5003,0,0.5003,1,0.6665,0,0.6704
thats it. I'm done reading this stupid rag. Signing off FOREVERBYE,1,0.6555,0,1.0,1,0.6627,1,0.6673,0,1.0
'Why is Team Russia still welcome in Rio?' Because we want Poutine to get the Zika virus so there won't be any little Poutines running around in the future. I thought I explained this already,0,0.5788,0,1.0,0,1.0,1,0.6267,0,0.7998
I have a horrible feeling that this 'rehab' is about as real as his 'exercising'. He's an overweight boor with a mind like a cesspool. I would vote for a dog before voting for Ford or his brother.,1,0.6004,0,0.6115,0,0.5987,1,0.6004,0,0.5987
"Nothing will happen, no laws will change. Get used to being a serf. These politicians should all be thrown in jail for life.",0,0.6257,0,0.807,0,0.807,1,0.5751,0,0.5926
Vancouver is one big clearcut and toxic waste dump...,0,0.597,0,0.597,0,0.7954,1,0.5983,0,0.597
"If you don't know the difference... you're just a useful idiot for any fascist, religious thugs racy. You're a dime a dozen these days.",1,0.5855,1,0.5855,0,0.6066,1,0.5855,0,1.0
Clueless! I see you still are!,1,0.6356,1,0.9587,1,0.605,1,0.518,0,0.8051
"The lib-left anti-Semitism raises its ugly head. Left to their own hideous devices, it's not long before the leftists' ugly anti-Semitism shows up.",0,0.6143,0,0.8002,0,0.8002,1,0.5864,0,1.0
Trudeau got in an unblocked jab to fatty.,0,0.8142,0,1.0,0,1.0,1,0.6168,0,0.7985
Absolutely. RCMP now to allow women to wear the hajib. Is this what Canada is becoming? A country dictated by immigrants how Canadians must change to suit them?,0,0.562,0,0.852,0,0.852,1,0.5713,0,0.7156
You said the same thing about Rob Ford. It is self serving request so you can report more on nothing to fill your at times boring editorials. Pigs at the trough must go,1,0.5875,0,0.6105,1,0.5944,1,0.7969,0,0.8199
All of Harper's brain washed and brain dead trolls on here defending their Dear Leader while being paid by Canadian Taxpayers.. What a pile of scum you are.,1,0.7917,1,0.6009,0,0.5878,1,0.603,0,1.0
"So are you saying only university educated adults can decide when to take lunch, vacation and breaks? Education doesn't bring intelligence. How stupid you are.",1,0.8137,0,0.5936,0,0.7926,1,0.7926,0,1.0
Did you bother to even sober up before typing this johnny - I expect you are one of those drunk in your apartment lying in your own vomit (ok I added that but likely true).,1,0.8104,1,0.606,0,0.6089,1,1.0,0,0.7851
"You have to admit, waiting to see just what kind of idiotic crap the duh-niers come up with is pretty entertaining.",1,0.6008,0,0.601,0,0.601,1,0.6008,0,0.8123
"hey KAM , the article is a propaganda piece shilling for hillary,, if you cant see it, your ignorant of reality,,",1,0.7965,1,0.7784,0,0.6178,1,0.7992,0,1.0
The Globe replaces the letter from the former PM's et al with this partisan hack?,0,0.5998,0,0.7874,0,1.0,1,0.6128,0,1.0
"You'd have to read Tom Berger's other works for an answer to your strangely insensitive question, Motihari. You apparently have no understanding of what happens at the confluence of ethnic division and history. BB is obviously no further ahead.",1,0.7989,1,0.7989,1,0.7989,1,0.7989,0,0.6131
T.D. McGee making a fool of himself once again.,1,0.8041,1,0.6,0,0.6097,1,0.6141,0,1.0
"Dual citizen ship is a No No. One can not serve two masters. When one bows to master one its but is facing master two and vice versa. You come to Canada embrace it. If one is sceptical, Just do not apply for citizen ship fair enough.",0,0.9629,0,0.9629,0,1.0,1,0.6143,0,1.0
Oh and he fixed EI. I know it pains you lefties that you will now have to work an entire year but the people paying the bills in this country are rather pleased.,1,0.8025,1,1.0,0,0.6019,1,0.6096,1,0.8025
Can't afford daycare... don't have children or have one parent stay home... rather than sucking off the public teat! Entitled to their entitlements... really sad!,0,0.8011,0,0.5972,0,0.7959999999999999,1,0.7943,0,1.0
What do you believe is the probability that the west supports Israel because they enjoy watching Palestinian children die?,0,0.6073,0,0.8021,0,0.8021,1,0.5996,0,0.5951
It's a disgusting racket producing sludge by unsustainable means.,0,0.6048,0,0.6048,0,0.7991,1,0.6175,0,1.0
Nixon and Harper: both of them cheats and liars.,0,0.5977,0,0.7933,0,0.8056,1,0.5967,0,1.0
"And this loony opinion of yours is based on what exactly? Your gut? If the potheads you know are losers that's your problem, I could say worse about boozers, so what's your point? Just don't have one, how pathetic.",1,0.8035,0,0.5895,0,0.5852,1,0.5895,0,1.0
"Hadfield is an environmentalist as well as a scientist, you boobs. Is this party of hillbilly science deniers going to suddenly sing Hallelujah for a scientist and an environmentalist? Does the stupidity burn your mouth as you speak.",0,0.7749,0,0.7749,0,0.8088,1,0.9181,1,0.8436
"Scum Arabia is exactly that. Iran offers hope for the future and could become mainstream even more then Turkey, scum arabia never so.",0,0.5784,0,0.7822,0,0.5784,1,0.81,0,1.0
I believe they are so stupid re power generation they actually think the likes of wind turbines could actually replace nuclear power.,1,0.6006,1,0.8148,0,0.6152,1,0.6006,0,0.6152
'my Canada'?Maybe that's the problem. Canada owns you more than you own Canada.,0,0.6099,0,0.6099,0,0.6099,1,0.6053,0,0.8066
"What a load of self-serving, self-congratualory nonsense! No wonder Canadians outside Quebec have no idea what's going on there.",0,0.6075,1,0.5979,0,0.6075,1,0.5933,0,0.8102
Almost all murders and non-negligent deaths are caused by BLACKS,1,0.8407,0,0.5694,0,0.7264,1,0.7969,0,0.8859999999999999
"Paul says ""only the more simple minded among us would think so."" Nice way to welcome a new Canadian. Typical leftist vitriol and thuggery from someone whose blue collar just covers his red neck",1,0.7162,0,0.5889,0,0.5889,1,0.7162,0,0.5866
Lmao you pathetic racists never fail to make me laugh,1,1.0,0,0.6711,0,0.7656,1,0.9008,0,0.8632
"Will67, histrionic is posting the same tombstone of bs in reply to post after post.",1,0.6699,0,0.5004,0,0.5004,1,0.6699,0,0.5023
Congradulations Redrider you have the bottom 4 comments on this board. Never seen a 4 time looser before.,1,1.0,1,0.8038,1,0.8038,1,0.7782,1,0.8038
Yeah. Under FPTP Jughead got 180 seats from 39% of the vote. Under the system the LIEberals want (ranked ballot) they would have got 210 seats from 39%. that's the way to rectify democratic imbalances alright....in 3rd world dictator fashion.,1,0.6728,0,0.674,0,0.8422,1,0.5046,0,0.8422
You forgot Harper is a coward who hid in a closet when threatened. Pierre Trudeau sat through a riot and stared down hundred of separatists. Harper is a pathetic excuse for a Prime Minister and an even more pathetic excuse for a man.,1,0.5994,0,0.6121,0,0.5993,1,0.5994,0,0.8108
Because he is a coward.,1,0.5939,1,0.5939,0,0.7887,1,0.5939,0,1.0
Oh please make it so! I'd much prefer to work in a system where these problem kids (and their problem parents) move along to whatever little fad school they feel like!,0,0.7955,0,0.5901,0,0.7883,1,0.6216,0,0.5901
To hell with public sector unions. Right to Work them out of existence.,0,0.607,0,0.8211,0,0.8211,1,0.5923,0,1.0
"No, we can't succeed among ourselves according to Saunders. Instead of learning to wear condoms on your head why not start donating them.",1,0.5966,0,0.5984,0,0.5984,1,0.7934,0,0.6083
"that's Hilarious, suicded, how else could you shoot yourself twice in the head?",1,0.5829,0,1.0,0,0.8085,1,0.5829,0,0.6128
It appears senators anywhere are scum.,0,0.5967,0,1.0,0,1.0,1,0.7886,0,1.0
"Article should be titled, Can manufacturers do more to fight stupidity of self-obsessed dangerous drivers who don't think it's their fault if you die while they text. or if that's too long....Protecting us from stupid.",0,0.594,0,0.7985,0,1.0,1,0.6139,1,0.6003
His childish disrespect of Mr. Trudeau by referring to him as 'Justin' is another example of how small his brain is.,0,0.5949,1,0.7992,1,0.5929,1,0.7992,0,1.0
"I truly hope Brown wins tonight. Time somebody was in Wynne-bags face, hope he throws her under the bus. I will work and donate for and to the Conservatives in the next election we need to be rid of this woman and her cabal",0,0.6039,0,1.0,0,1.0,1,0.7922,0,1.0
PET tried to destroy Canada and may he burn in hell.,0,0.7939,0,1.0,0,0.7939,1,0.6012,0,0.7939
Nothing would surprise me with this guy in power.,0,0.597,0,0.597,0,0.7954,1,0.5983,0,0.7954
"I think you are talking about the second amendment, but in any case just a stupid comment.",1,0.843,1,0.843,1,0.6752,1,0.6644,0,1.0
lets go............ the sooner we get rid of this piece of filth the betterTime to take back Canada and her democracy,1,0.7589,0,0.768,0,0.8863,1,0.7234,0,0.9221
"I don't hate Jews, I hate Zionist thieves, warmongers and Squatter terrorists.",0,0.5976,0,0.7883,0,1.0,1,0.6141,0,0.8126
"Every time Harper speaks, we are reminded that he is yesterday's man.",0,0.62,0,0.6135,0,0.8058,1,0.6001,0,0.8058
Mostly mentally ill and crack heads I bet.,1,0.7916,1,0.5929,0,0.6089,1,0.5945,0,0.8029
this article brought out the mobjust a case of HARPERPHOBIAa phobia related toHOMOPHOBIAISLAMOPHOBIA,1,0.5834,0,0.6105,0,0.6105,1,0.5834,0,0.6105
One last kick. Let the union toady dream!,1,0.6085,0,0.7961,0,0.5858,1,0.6085,0,0.7961
"You show no evidence of ever having listened to CBC Radio One , Front. y Your complete dismissal of all programs, supporting either the right or left, leaves you stringing one helluva silly line.",1,0.7905,1,1.0,1,0.7905,1,0.5956,0,1.0
"No, citizenship is a privilege....I think I'll cancel my Globe subscription. What a crock, wait until they kill someone in your family. These people have no place in our society.....period.",1,0.5762,0,0.5873,0,0.8074,1,0.6083,0,0.6118
Horus....go pound sand. Your nonsensical post indicates you have no bloody clue. You have been brainwashed to the nth degree.,1,0.5816,1,0.5816,1,0.5816,1,0.5816,0,1.0
Another capsized boatload of smuggled refugees from Libya. Put those 500 lives on Hillary Clinton's tab.,0,0.7958,0,0.7958,0,0.5870000000000001,1,0.6042,0,0.6102
"Coverage that reports what someone said is different from insults. Leitch's problem is the same as Trump's....she says such dumb things that simply reporting what she says looks like an attack piece, when it nothing more than news.",1,1.0,0,1.0,0,1.0,1,1.0,0,1.0
Mikey still has poopy pants from yesterday...,1,0.5796,0,0.613,0,0.613,1,0.5796,0,0.613
Bet Charles chokes to death on one of his organic vegetables.....,0,0.5936,0,0.5936,0,0.601,1,0.7992,1,0.6132
"Putin is a fascist and war criminal. The thugs in eastern Ukraine, and those occupying Crimea, need to be expelled.",1,0.5932,0,1.0,0,1.0,1,0.5932,0,1.0
"your stupidity is typical of left wing ignorance,,, https://www.youtube.com/watch?v=bi2QKY3zW8Q",1,0.8141,1,0.8141,0,0.5974,1,0.8141,0,0.7961
"Wow. Your replies make so little sense, I have to assume you took some kind of psychotropic drug before you logged on. Um... might want to reconsider that next time. Just sayin'.",1,0.5991,1,0.5991,0,0.591,1,0.5991,0,0.6007
214 montreal you're an insensitive iidiot....,0,0.5757,0,0.7794,0,0.7794,1,0.6093,0,1.0
"Redford yet again shows She is more aligned with Her bretheren at the UN than Alberta... Lawyers do that, it's called Weasel words... used in an Election, then do something else altogether! One hit blunder this one...",1,0.5014,0,0.638,0,0.638,1,0.6245,0,0.7562
That would hurt the idiots.,1,0.8041,1,0.6034,0,0.7982,1,0.6023,1,0.5954
"He was mentally ill, nothing to do with leave or stay, political opportunism at its 'worst.",1,0.6164,0,0.7961,0,1.0,1,0.6164,0,1.0
Steve lies- doesn't he? All the time. And yet people vote for him. Perhaps they are lying bigots too.,0,0.5994,0,0.5994,0,0.6318,1,0.6033,0,1.0
Pity that religious fascist lunatics feel ONLY THEY have the right to pass judgement on this matter !![ 'Disabled ' ?? ],1,0.8019,0,0.5992,0,0.5992,1,1.0,0,1.0
"Roses are red, Violets are blue, Justin is stupid, And his voters are too.",1,0.8804,0,0.7276,0,0.8071,1,0.7225,0,0.9242
RACIST! Expecting everyone to be treated the same? MONSTER!I'm calling the Human Rights Commission. Expect a kangaroo to be at your door soon.,0,0.5919,0,1.0,0,0.8107,1,0.621,0,0.7871
"Ms. Byrne, you are ignorant, uneducated and coarse. Go away. And Globe and Mail? Shame on you for giving her a forum. She adds NOTHING.",1,0.6046,0,0.6169,0,0.6026,1,0.6046,0,1.0
Have to laugh at the son of a Prime Minister who is made Prime Minister claiming to speak for a 'fair shot'. What a joke Trudeau and the Liberals are.,1,0.8503,1,0.8503,0,0.5585,1,0.7054,0,0.7212
She swears she wasn’t doing it when we were together and it was only pills that she was doing when I kicked her out the last time plus I haven’t fucked her in 2 1/2 years but I still feel like I should get tested for every disease known to man.,1,0.5361,0,0.9079,0,0.8136,1,0.6758,0,0.6992
Boule sheet.,0,0.6145,1,0.5901,0,0.6145,1,0.5901,1,0.5901
That's it Rio... stay klassy... DOOSH,1,0.5184,0,0.6591,0,0.8327,1,0.6844,0,0.6591
'... ending the Tory's four-plus decades in power ...' Now which particular Tory would that be? Sloppy.,0,0.597,0,0.597,0,0.597,1,0.5983,0,0.597
"Muhtar Kent, CEO of Coca Cola, should be tried for mass murder. Coca Cola employee, Ian MacDonald, should be tried as an accessory to mass murder. How's your sugar bliss point now?",1,0.5897,0,0.8073,0,1.0,1,1.0,0,0.608
The second any Natives sets up a road block stop all welfare cheques. Why should we be paying Terrorists to terrorize Canadians?,1,0.5928,0,0.7887,0,1.0,1,0.6046,0,1.0
"The court does NOT create law - it just tells the politicians to rewrite the laws MORE CLEARLY. And they do and the system works - until some wing nut decides politicians should be dictators beholden to no outside scrutiny. Stupid move, wing nut!!",1,0.6453,0,0.6853,0,0.6853,1,0.6453,0,0.5112
"Kick Duffy out of the Senate, and cancel his pension.",0,0.8197,0,0.8197,0,0.8197,1,0.5908,0,0.8197
"NO. its what progs do. They are ridiculously divisive, accuse Conservatives of being divisive, and unfortunately people like you seem to love their lying hypocrisy.",1,0.7895,1,0.8129,0,0.7957,1,0.7895,0,0.6086
That's why we should stop allowing Muslims into Canada. It may not be the parents that want to do us harm but in many cases it's their offspring.,1,0.7246,0,0.8428,0,0.8862,1,0.5665,0,1.0
"Harper gang gets a bump in the polls, and Harper and his chief elf PP snicker behind their sleeves and say, 'Suckers!'",1,0.598,0,0.8145,0,0.8145,1,0.7913,1,0.6054
Simpson is one of the finest journalists in Canada. Drop dead csayers.,0,0.6212,0,0.601,0,0.8029999999999999,1,0.5808,0,0.8182
"So you are OK handing presidency over to a criminal who set Libya, Egypt and Syria on fire, is in cahoots with corporate donors and who is being investigated by the FBI? You must have voted for Wynne.",1,0.605,1,0.5857,0,0.8045,1,0.6098,0,0.7977
It's probably under 'L' for 'Leftist Scum'. or maybe under 'W' for 'willfully ignores my wisdom'.,1,1.0,1,1.0,0,0.6025,1,0.7872,0,0.6102
Its so comforting to know that a bunch of racists are in charge of Quebec. All you can do with that province is laugh at it.,0,0.6118,0,0.8074,0,0.8074,1,0.5762,1,0.7962
"if this is the kind of ""man"" you want to be (weak) then go ahead and follow this jew bastard",1,0.9635,0,0.536,0,0.5689,1,0.9635,1,0.6054
"Officemat ...your comment just shows you know just enough law to be dangerous.....your comment has truth, but no accuracy or substance that stands up to proper scrutiny. Stick to being a mat not an arm chair lawyer.",0,0.6111,1,0.8185,0,0.6111,1,0.5964,0,0.8071
Try watching CNN. They are an arm of the Democrats. Its pathetic really.,0,0.5965,0,0.5965,0,1.0,1,0.6197,0,1.0
"'Complain all you want. The ontario liberals are bad, the Fed conservatives are bad.'Ok.Let's settle for 'politicians' are bad.",1,0.8021,0,0.7967,0,1.0,1,0.7967,0,0.7967
"Trust the Globe to run an editorial discussing Baird's use of English only, rather than taking him to task over his incessantly stupid comments. In English or French, the man's a disaster.",0,0.5879,1,0.6113,0,1.0,1,0.6113,0,1.0
"That is Mr. Harper to you, Damocles. Shame on you for employing such schoolground tactics. But then again, it does reveal your intellect (or whatever it is that you excuse for rationale thought).",1,0.8072,1,1.0,1,0.5878,1,0.7933,0,0.7945
Here you are fifty years later still trying to fool Canadians and still dying your hair blond.,0,0.6164,0,0.5770000000000001,0,0.8066,1,0.5943,1,0.5865
You are highly judgmental.,1,0.7969,0,0.7936,0,0.7936,1,0.5905,0,1.0
"They should be on a no fly list.....along with Suzuki, Young, Leonardo, Bono, Christy Clark, Daryl Hannah, Obama and all the other hypocrites who point fingers at Alberta Oil, while ignoring their own actions.",0,0.6162,0,0.8027,0,1.0,1,0.5851,0,0.8027
Get a life!,1,0.9643,0,0.5611,1,0.8499,1,0.7999,0,0.9561
"Joe never had political smarts, Trudeau ate him alive.",1,0.6106,0,0.7918,0,1.0,1,0.6106,0,0.7965
"So it was a wong for Ford and Harper to do this, but okay for Notley ? Take a stand, but for crikkes sake stop being a hypocrite.",0,0.8225,0,0.5835,0,1.0,1,0.5941,0,1.0
Equals? Boy these idiot mountain 'tourists' from the rich countries think a lot of themselves...,1,0.6103,1,0.6103,0,0.5934,1,0.6103,0,1.0
Got screwed by the liberals more than once. They became the LIEBERALS.,1,0.6773,0,0.6675,0,0.6675,1,0.5035,0,0.8426
As an immigrant I resent uninvited illegal economic intruders being dignified by the term'immigrant'.,0,1.0,0,1.0,0,1.0,1,0.5939,0,0.8032
"Global warming: It's the politics, stupid.",1,0.8526,1,0.7026,0,0.591,1,0.7093,0,0.7217
"Yup, typical leftie who doesn't mind people he doesn't agree with being shot in cold blood. So how does that make you any better than the murderer in Orlando? Oh wait, it doesn't.",1,1.0,1,0.5888,0,0.6006,1,0.8088,1,0.8078
"What a meaningless article, all I read was blah, blah and more blah....then I stopped reading..",1,0.7985,0,0.6185,0,0.6185,1,0.7985,1,0.6073
Konrad and the globe and flail are such toadies of big business that they'd be critical of their own grandmother if she didn't side with Harper and his wrecking crew. They are soo transparent and odious!,0,0.7962,0,0.7962,0,0.7962,1,0.5922,0,0.5784
Just another media weasel. Why the f should we care?,0,0.6063,0,0.6063,0,0.6063,1,0.6033,0,1.0
'Get the f**k out of my sunny ways!',1,0.8058,0,0.6074,0,0.6074,1,0.8058,0,0.795
there should be a big disclaimer on this article:'Writer of this article is a Sunshiner at the trough!',1,0.5972,0,0.596,0,0.596,1,0.8069,1,0.8069
"Garbage autist, you missed trash collection yesterday, next time hop in and save everyone ssome time",1,0.9454,0,0.7169,0,0.6634,1,0.835,0,0.8813
Jozef Conrad 23 hours agoOne would expect that an article relating to Sharon's legacy would be written by a non-Israeli (to avoid bias) ... -----maybe written by an ARAB - no biasor a naive leftists in the west - no biassarcasm,0,0.6145,1,0.5901,0,0.7926,1,0.5901,0,0.6145
Tom Z should gaze at his own Canadian navel and not that of his neighbour,0,0.5079,0,0.6344,0,0.6233,1,0.6227,1,0.5064
"Best newspaper in the country. If you don't like it, don't read it.",1,0.6221,0,1.0,0,0.7879,1,0.6221,0,0.5688
"No truthful friend, but then folks like you have always had a problem with the truth.",0,0.6612,1,0.6876,0,0.8317,1,0.6633,0,1.0
Rank paranoia and fear-mongering. You reak of anti-religious bigotry.,1,0.8068,0,0.7948,0,0.5974,1,0.5899,0,1.0
Ah - no wonder when the white Christian man came they considered native canadians 'uncivilized' when their definition of civilzation was built on the wisdom of the Pope who considered individual conscience stupid.,0,0.6039,0,1.0,0,1.0,1,0.6034,0,1.0
"exactly, these pigs suck on the teat of the taxpayer engorging themselves, and then tell Canadians they need to raise taxes... and wage war on the front-line public service workers making modest incomes.",1,1.0,0,1.0,0,1.0,1,1.0,0,1.0
"I'm sure if Harper resigned, you'd call him cowardly. And if he remains, you'll claim that it's proof of his intransigence, pig-headedness and dictatorial nature.",1,0.8088,0,1.0,0,0.7929999999999999,1,0.608,0,1.0
'Get over yourselves'? Are you serious? You realize that we are talking about a racialized group that is being systemically oppressed and murdered by police? I wonder if you would say that if you were the mother of a black teen-aged boy?,1,0.8344,1,1.0,1,0.6626,1,0.6566,0,0.6808
A good article from Saunders will be when he writes that he's quitting being a 'journalist',0,0.7902,0,0.5919,0,0.5919,1,0.5846,1,0.8083
"To echo Patricia F, what's this got to do with anything? Your pseudonym 'foolishvirgin' is an apt description - but as I have discovered over many years, there is absolutely no way that science and actual facts can get in the way of idiotic theories.",1,0.599,0,1.0,0,0.7988,1,0.8002,0,0.7988
He likely already has several diseases given...,0,0.7946,0,0.5924,0,0.7946,1,0.5985,0,0.7946
"Hear, hear. The armchair spies are out in full force today. Doesn't matter what you think. This man has done more of significance for his country than either of you losers ever will.",1,0.6043,0,1.0,0,1.0,1,0.6043,0,1.0
"The only echo chamber is the lamestream media that's constantly shoving globalist cockroaches like Trudeau and Clinton down our throats. That's why the lamesteam media is failing, nobody's buying their elitist lies anymore.",1,0.5972,1,0.5972,0,0.7905,1,0.5972,0,1.0
Crawl back under your rock Archie!,1,0.5969,1,0.5969,0,0.7896,1,0.5969,0,0.5985
"Putin, the preening sissy, makes Richard Simmons look butch.",1,0.7951,0,0.7934,0,0.7934,1,0.6001,0,0.805
"Given that only idiots and partisans repeat rumours, one could surmise that those given to speculate on such matters are lower than the worst one could think of Mike Duffy.",1,0.7335,1,0.7335,0,0.6262,1,0.6268,0,0.6338
"APparently Baird & Co exist to salute, click their heels, and yell the Zionist party line.",1,0.6647,1,0.5091,0,0.6559,1,0.6647,0,0.662
More display of your bigot world. When one has nothing positive to say he should shut up. A rule you seem to ignore because of your attitude based on ridicule or redneck behaviour.,1,0.6054,0,0.7929999999999999,0,0.5954,1,0.6054,0,0.5954
Addiction Research says pot should be legalized. Trudeau was right. Harper and his bandits have been setting up shop behind the scenes....hypocrites.,1,0.598,0,0.5997,0,0.5997,1,0.598,0,1.0
Just pathetic.,1,0.5884,0,0.624,0,0.8149,1,0.79,0,1.0
What a bunch of horsecrap .,0,0.8437,0,0.8055,0,0.6919,1,0.7676,1,0.6168
"and another idiot who thinks obama would of approve any of those with justin when he kills them for internal usa politics,,",1,0.7869,0,0.8131,0,0.6043,1,0.6,0,1.0
I'm not an atheist.....I'm an anti theist. Down with all brain washing cults.,1,0.8099,0,0.9585,0,0.9585,1,0.7288,0,0.7048
"These bmw driving yuppies don't understand that until one of them gets robbed at gunpoint, then they're screaming for the police.",1,0.5782,1,0.7998,0,0.6221,1,0.5985,0,0.8134
"There is a good chance he is guilty .We have too many crazed miscreants in our society who visit unspeakable acts on innocents. He , and his ilk should hang if proven guilty. Too bad we do not have the death penalty.",0,0.6114,0,0.7914,0,1.0,1,0.5853,0,1.0
"You've never been raped brutally by multiple soldiers, have you?",1,0.7873,0,0.5897,1,0.6116,1,0.7873,1,0.7986
I don't live in the West but nice assumptions fag. ,1,0.922,1,0.633,0,0.5297,1,0.9588,1,0.5125
"Harpers base consists of the top 1% and their stooges ? motley a group of those born out of ignorance, greed, intolerance and a dislike for science and concern for the environment.",0,0.6098,0,0.8101,0,0.8101,1,0.8101,1,0.5868
I'm not sure whether you are one of the affected civil servants who understandably are not happy with this announcement or not. I do know that you have written one of the most annoying posts ever to appear on this sight. Get a life!,1,1.0,1,0.8047,0,0.6033,1,0.6015,0,1.0
Joint at the hip? Or one in your mouth?,1,0.8033,0,0.5884,1,0.6066,1,0.8033,0,0.6083
Kim's a nut.,0,0.6169,0,0.6169,0,0.6169,1,0.5739,0,1.0
"and we are to ignore the mental and physical abuse within the Christian Evangelical movement, the worst offenders being the Baptist and Pentecostals?",0,0.8116,0,1.0,0,0.8116,1,0.6002,0,0.6005
"CGL can build pipelines in hell, rather than turn Earth into an inferno",0,0.5205,0,0.9275,0,0.9275,1,0.604,1,0.6091
That religion crap is sure 'far out man'....people believe this putrid drivel? To the insane asylum you crazy bible thumping crackers.,1,0.7893,1,0.6014,0,0.7939,1,0.7893,0,1.0
Ford is a child. A real man would have resigned in disgrace.,0,0.6023,1,0.6023,0,1.0,1,0.6136,0,1.0
Try all you want. His father loved commies. Just like his son does.,1,0.6012,0,0.6029,0,0.5982,1,0.6012,0,0.5965
Ya but in Ontario the LIberals only rip off the tax payer. The Kadhar family rips off the country.,1,0.6713,0,0.6752,0,0.8282,1,0.6713,0,0.6701
"'Wente clearly says ' Men are idiots'No, she did not. Read the whole article....",1,1.0,0,0.7532,0,0.7532,1,0.7532,0,1.0
to Jim Young Burlington - maybe it's because she's a liar.,1,1.0,0,0.7514,0,0.7514,1,0.7514,0,1.0
"The headline should read ' As Terrorists Ramp Up, Trudeau Ramps Down '",0,0.8008,0,0.5908,0,0.8008,1,0.6048,1,0.6048
Hiring men who are real men and not lapdogs for the political correctoids in the Ministry of Ed and board of ed. offices.,0,0.5814,0,0.8044,0,0.8044,1,0.6142,0,0.8044
Jack you idiot... being in charge of a classroom of 20-30 reluctant teens is a much better preparation for running a country than working in a mail room and for a lobby group.,1,0.7945,0,0.8074,0,0.6033,1,0.5929,0,0.7959
"No, they hate everyone else from outside their borders!'The immigrant vote' along with ridiculous language laws.",0,0.6635,0,0.6635,0,0.6635,1,0.5124,0,1.0
"Then your imagination is lacking . imagine them within living memory of many. ?1936 to 1945 or longer in some cases yes Ww II ONLY COST ABOUT 25 million lives, plus millions more ruined",1,0.5999,1,0.8023,0,0.7977,1,0.5999,0,0.5932
Uncle Truth B. Known uncle fool is a batcrazy nut. He partitions bats and dines with partitioners. You need a neurosurgeon. Couillard could be the one!,1,0.8028,0,0.7982,0,0.7982,1,0.6101,0,0.7982
Good for you. Keep collecting bums and junkies and try hard to be proud of them. 'Poor people' my foot...,1,0.5729,1,0.7315,1,0.7315,1,0.5729,1,0.5942
"Bozo the clown/drama teacher/camp counsellor belongs in a circus, not 24 Sussex.",1,0.5965,1,0.5965,0,0.606,1,0.5911,0,0.7995
"...sure is a good thing CONs are spending our money monitoring these comments. the equallymonitored backbenchers are probably keeping tabs on here, too.",1,0.6617,0,0.674,0,0.674,1,0.6617,1,0.8344
Looking at the general behaviour in Parliament is embarrassing. Some act like immature school kids trying to irritate a teacher. These people represent our leadership? What a bunch of idiots.,1,0.5961,0,1.0,0,1.0,1,0.5961,0,0.8068
"Only the self-absorbed in their ant-like thinking, consider the working poor, 'grasshoppers'.",1,1.0,1,0.7903,0,0.596,1,0.7903,0,0.596
"So clearly, based on yesterdays equally misleading article about the same thing, the Stackhouse/Crawley CPC outpost is tasked with promoting this nonsensical pipeline idea.",0,0.6069,1,0.5919,0,0.6085,1,0.5935,0,1.0
"Yesssssssssss that canard you speak off has been butchered { halal } ,plucked , eviscerated and fricasseed , yet those who wish to throw burkas on issues, looking at you sister Khan , continue to obfuscate with a vengeance !",0,0.5988,0,0.5988,0,0.8051,1,0.6064,0,1.0
I wonder if Rob Ford enjoys a good dog fight? Only thing that seems to be missing: He really ought to trade in the Escalade for a Hummer with the rotating hubcaps. If he's going to be top gangster in da hood he's really gots' to step it up YO!,0,0.8109999999999999,0,0.5949,0,0.8109999999999999,1,0.5907,1,0.8143
If all you crave in a woman is a wet t-shirt or a bikini then you are a pig....sigh...hey buddy my eyes are up here...,1,0.8540000000000001,1,0.7072,0,0.5801,1,0.5534,0,0.5627
"Ah yes. The G & M is shoving it down your throat, isn't it? Simple solution to your being offended. Shove off to the Nasty Post.",1,1.0,0,0.5867,0,0.6044,1,0.8044,0,0.5867
"robo-con harper is a walking, talking f-bomb. (fraud)",0,0.8003,0,0.7905,0,0.596,1,0.6166,0,0.594
Cannabis has been used to treat addiction to hard drugs -- might work for Nicholson and Toews as well ... we could only hope.,0,0.7196,0,0.5697,0,0.8693,1,0.569,1,0.5774
If this is such a big issue that the U.S. got wrong... I say keep torturing these a-holes until they get it right.,0,0.594,0,0.7985,0,1.0,1,0.6139,0,1.0
